URN,EstablishmentName,LocalAuthority,NO2,PERCTOT,Latitude,Longitude
101759,Smitham Primary School,Croydon,29.5,3.5,51.314728,-0.151378
101760,The Hayes Primary School,Croydon,26.3,2.9,51.317339,-0.108752
101772,Orchard Way Primary School,Croydon,28.7,3.8,51.384523,-0.040307
101773,Forestdale Primary School,Croydon,27.4,4.6,51.348518,-0.040966
101776,Heavers Farm Primary School,Croydon,31.3,4,51.394514,-0.082672
101778,Downsview Primary and Nursery School,Croydon,32.1,4.4,51.414487,-0.102056
101779,Park Hill Infant School,Croydon,32.5,3.4,51.368768,-0.089308
101781,Greenvale Primary School,Croydon,25.7,3.3,51.33956,-0.052762
101783,Rockmount Primary School,Croydon,33.9,3.4,51.419396,-0.089829
101785,Norbury Manor Primary School,Croydon,32.4,4.6,51.410077,-0.128122
101787,All Saints CofE Primary School,Hammersmith and Fulham,39.5,4.1,51.412831,-0.087011
101788,St John's CofE Primary School,Enfield,26.4,2.9,51.674209,-0.095369
101790,The Minster Junior School,Croydon,33.7,3.8,51.369262,-0.109214
101791,The Minster Nursery and Infant School,Croydon,33.7,3.3,51.369262,-0.109214
101792,Coulsdon CofE Primary School,Croydon,26.6,2.6,51.308101,-0.123681
101793,Christ Church CofE Primary School (Purley),Croydon,33.2,3.1,51.343765,-0.11022
101795,St Joseph's RC Junior School,Croydon,33.3,3.1,51.421829,-0.100055
101797,Margaret Roper Catholic Primary School,Croydon,28.9,3,51.344061,-0.120173
101800,Regina Coeli Catholic Primary School,Croydon,30.5,2.6,51.355893,-0.106116
101803,St Joseph's RC Infant School,Croydon,34.5,2.7,51.422384,-0.099917
101811,Archbishop Tenison's CofE High School,Croydon,30,3.9,51.369109,-0.083748
101814,St Mary's Catholic High School,Croydon,38.6,6.6,51.380618,-0.098026
101815,Selsdon Primary and Nursery School,Croydon,30,3.9,51.34695,-0.055895
101821,Thomas More Catholic School,Croydon,28.9,6.6,51.344061,-0.120173
101823,Coloma Convent Girls' School,Croydon,29,3.2,51.369055,-0.052689
101866,Berrymede Junior School,Ealing,36.7,4.1,51.502496,-0.273596
101867,Berrymede Infant School,Ealing,36.7,4.8,51.502846,-0.272977
101868,East Acton Primary School,Ealing,43.2,4,51.511419,-0.256138
101869,Oldfield Primary School,Ealing,47.5,4.2,51.537617,-0.348358
101870,North Ealing Primary School,Ealing,34.6,3.1,51.52591,-0.318033
101873,St John's Primary School,Ealing,39.4,3.6,51.511638,-0.322983
101874,St Mark's Primary School,Merton,36,3.7,51.40666,-0.160498
101875,West Twyford Primary School,Ealing,36.4,3.5,51.534111,-0.28268
101876,West Acton Primary School,Ealing,37.5,4,51.517488,-0.279751
101877,Mayfield Primary School,Ealing,31.1,3.8,51.520591,-0.348081
101878,Beaconsfield Primary and Nursery School,Ealing,33.9,4,51.507724,-0.383015
101879,Coston Primary School,Ealing,34.2,4.4,51.53438,-0.351532
101880,Downe Manor Primary School,Ealing,29.8,3.6,51.534191,-0.403589
101881,Drayton Green Primary School,Ealing,33.9,6.8,51.515359,-0.323415
101884,North Primary School,Ealing,35.6,3.3,51.513231,-0.374158
101885,Ravenor Primary School,Ealing,33.9,4.1,51.532291,-0.364858
101886,Selborne Primary School,Ealing,32.3,3.5,51.537183,-0.335426
101887,Hambrough Primary School,Ealing,40.9,3.8,51.508279,-0.37824
101888,Hobbayne Primary School,Ealing,35.1,3.3,51.516097,-0.337419
101889,John Perryn Primary School,Ealing,38.7,4.6,51.519138,-0.254589
101890,Southfield Primary School,Ealing,37.2,4.3,51.501329,-0.256725
101891,Allenby Primary School,Ealing,32.6,4.1,51.520123,-0.365394
101892,Blair Peach Primary School,Ealing,33.4,3.5,51.507724,-0.383015
101893,Clifton Primary School,Ealing,33.1,3.4,51.498413,-0.382076
101894,Dairy Meadow Primary School,Ealing,32.5,4,51.50195,-0.373162
101895,Derwentwater Primary School,Ealing,37.4,4.4,51.509997,-0.268845
101896,Durdans Park Primary School,Ealing,32,3.7,51.523374,-0.376075
101897,Fielding Primary School,Ealing,32.6,2.7,51.501402,-0.320895
101898,Gifford Primary School,Ealing,30.9,4.7,51.535962,-0.376002
101899,Greenwood Primary School,Ealing,31.4,4,51.554164,-0.350327
101901,Horsenden Primary School,Ealing,33.6,3.7,51.550425,-0.335216
101902,Willow Tree Primary School,Ealing,29.5,4.7,51.550206,-0.37799
101903,Lady Margaret Primary School,Ealing,34.1,3.5,51.524039,-0.374105
101904,Little Ealing Primary School,Ealing,36.5,3.2,51.498048,-0.308384
101905,Oaklands Primary School,Ealing,33.4,3.7,51.504594,-0.33219
101906,Perivale Primary School,Ealing,32.1,3.6,51.53683,-0.310162
101907,Stanhope Primary School,Ealing,33,4.1,51.527214,-0.355482
101908,Viking Primary School,Ealing,32.2,4.6,51.533089,-0.392655
101909,Wolf Fields Primary School,Ealing,36.4,4.7,51.496806,-0.375737
101910,Featherstone Primary and Nursery School,Ealing,38.1,3.6,51.498139,-0.394145
101911,Three Bridges Primary School,Ealing,31.7,4.7,51.500535,-0.363242
101912,Montpelier Primary School,Ealing,33.3,3.7,51.523335,-0.300989
101913,Tudor Primary School,Ealing,31.6,4.4,51.513591,-0.384565
101916,Vicar's Green Primary School,Ealing,32.9,3.8,51.535129,-0.309374
101919,Mount Carmel Catholic Primary School,Ealing,36.9,2.7,51.498048,-0.308384
101920,Our Lady of the Visitation Catholic Primary School,Ealing,38.5,2.8,51.523476,-0.35176
101921,St John Fisher Catholic Primary School,Harrow,28.2,3.1,51.537933,-0.311808
101922,St Anselm's Catholic Primary School,Wandsworth,43.1,3.5,51.575942,-0.3401
101923,St Gregory's Catholic Primary School,Ealing,33.7,3.3,51.5241,-0.307822
101924,St Joseph's Catholic Primary School,Lewisham,40,3.5,51.408685,-0.294968
101925,St Raphael's Catholic Primary School,Ealing,29.1,3.4,51.535943,-0.402778
101926,St Vincent's Catholic Primary School,Ealing,35.9,2.9,51.512495,-0.273454
101927,Edward Betham Church of England Primary School,Ealing,34.2,2.8,51.53438,-0.351532
101928,Villiers High School,Ealing,34.7,6.4,51.510162,-0.373345
101934,The Cardinal Wiseman Catholic School,Ealing,35.9,3.8,51.52527,-0.352121
101936,Wood End Infant School,Ealing,31.4,3.1,51.552836,-0.350548
101939,Brentside High School,Ealing,34.2,4.9,51.52469,-0.34097
101940,Greenford High School,Ealing,33.1,4.3,51.53102,-0.37041
101941,The Ellen Wilkinson School for Girls,Ealing,39.9,5.6,51.517064,-0.286507
101943,Northolt High School,Ealing,30.3,5.7,51.551694,-0.375066
101981,Capel Manor Primary School,Enfield,30.3,5,51.678209,-0.056699
101983,Carterhatch Infant School,Enfield,32,4.7,51.660302,-0.057581
101984,Chase Side Primary School,Enfield,29.3,3.6,51.659151,-0.090116
101988,Eldon Primary School,Enfield,30.8,5.7,51.629119,-0.049779
101989,Firs Farm Primary School,Enfield,36.7,4.5,51.623488,-0.083368
101992,Garfield Primary School,Merton,32.8,5.5,51.422212,-0.184933
101993,George Spicer Primary School,Enfield,33.1,4.1,51.651223,-0.067768
101994,Hadley Wood Primary School,Enfield,25.1,4.2,51.670031,-0.170876
101996,Hazelwood Junior School,Enfield,31.7,3.7,51.617782,-0.102052
101997,Hazelwood Infant School,Enfield,31.7,4.2,51.617782,-0.102052
101998,Honilands Primary School,Enfield,30,5.5,51.678189,-0.049697
101999,Merryhills Primary School,Enfield,27.5,4.8,51.651732,-0.108454
102002,Prince of Wales Primary School,Enfield,27,5.3,51.669749,-0.022495
102003,The Raglan Junior School,Enfield,31.2,3.7,51.637435,-0.071996
102004,Raglan Infant School,Enfield,31.1,4.2,51.636612,-0.072782
102005,Suffolks Primary School,Enfield,28.7,5,51.657249,-0.055138
102006,Tottenhall Infant School,Enfield,34.9,4.7,51.611032,-0.107821
102014,Southbury Primary School,Enfield,34.4,4.3,51.649773,-0.049153
102022,De Bohun Primary School,Enfield,28.7,4.6,51.643347,-0.141396
102024,Bush Hill Park Primary School,Enfield,31.1,6.3,51.644777,-0.063867
102025,Eversley Primary School,Enfield,28.7,3.3,51.643369,-0.112893
102026,St Michael at Bowes CofE Junior School,Enfield,34.4,4.2,51.611054,-0.103661
102027,St John's CofE Primary School,Enfield,26.4,4.5,51.674209,-0.095369
102028,Forty Hill CofE Primary School,Enfield,28.3,3.5,51.670967,-0.061056
102029,St Andrew's CofE Primary School,Hillingdon,35.9,3.2,51.542603,-0.474894
102030,St Andrew's Southgate Primary School (CE),Enfield,31.6,2.9,51.634182,-0.128089
102032,St John and St James CofE Primary School,Hackney,46.2,4.3,51.548072,-0.049959
102033,St James CofE Primary School,Enfield,35.5,3.5,51.658045,-0.045299
102034,St Michael's CofE Primary School,Wandsworth,36.8,3.2,51.664068,-0.088176
102035,St Paul's CofE Primary School,Kingston upon Thames,33.2,2.8,51.369929,-0.303785
102036,St Mary's Catholic Primary School,Waltham Forest,31.9,8,51.631162,0.003483
102037,St Edmunds Catholic Primary School,Enfield,36.5,2.8,51.62928,-0.055682
102039,St Monica's RC Primary School,Enfield,32.4,3.2,51.623053,-0.120414
102040,Our Lady of Lourdes Catholic Primary School,Enfield,35,2.2,51.615484,-0.137724
102041,Latymer All Saints CofE Primary School,Enfield,32.2,3.9,51.625122,-0.070235
102045,Winchmore School,Enfield,30,5.7,51.6292,-0.091417
102049,Chace Community School,Enfield,27.9,5.7,51.660675,-0.075306
102052,Bishop Stopford's School,Enfield,28.4,6.1,51.657249,-0.055138
102053,St Anne's Catholic High School for Girls,Enfield,35.6,4.4,51.616304,-0.107992
102054,St Matthew's CofE Primary School,Merton,31.3,3.8,51.414214,-0.24553
102055,The Latymer School,Enfield,31.8,2.7,51.626023,-0.074141
102056,Broomfield School,Enfield,40,5.7,51.615055,-0.12428
102058,St Ignatius College,Enfield,28.3,4.7,51.672908,-0.05587
102078,Belmont Junior School,Haringey,34.6,3.1,51.592764,-0.093653
102079,Belmont Infant School,Haringey,34.6,4.7,51.592764,-0.093653
102080,Bounds Green Junior School,Haringey,40.5,4,51.606175,-0.12401
102081,Bounds Green Infant School,Haringey,40.5,4.3,51.606175,-0.12401
102084,Campsbourne Junior School,Haringey,32.6,3.7,51.590471,-0.122116
102085,Campsbourne Infant School,Haringey,32.6,3.7,51.590471,-0.122116
102091,Earlsmead Primary School,Harrow,29.1,4.2,51.583939,-0.068747
102092,Highgate Primary School,Haringey,37.4,4.5,51.579851,-0.155043
102094,Lancasterian Primary School,Haringey,33.6,4.7,51.60157,-0.071811
102097,Coldfall Primary School,Haringey,31.5,3.3,51.597103,-0.15303
102098,Tetherdown Primary School,Haringey,32.6,3.5,51.588255,-0.150577
102106,Rokesly Junior School,Haringey,39.1,3.2,51.58305,-0.119189
102110,South Harringay Junior School,Haringey,35.3,3.6,51.580563,-0.100471
102112,Stamford Hill Primary School,Haringey,44.3,5.3,51.575653,-0.083833
102115,West Green Primary School,Haringey,37.3,4.4,51.584773,-0.093702
102120,Tiverton Primary School,Haringey,40.2,4.3,51.577427,-0.083975
102121,Coleridge Primary School,Haringey,38.6,4.6,51.576405,-0.126492
102124,Welbourne Primary School,Haringey,43.5,3.9,51.58807,-0.067287
102125,Lea Valley Primary School,Haringey,32.3,4.7,51.604235,-0.060536
102127,Ferry Lane Primary School,Haringey,35.5,4.2,51.586744,-0.05939
102128,Rhodes Avenue Primary School,Haringey,32.9,3.7,51.600753,-0.137042
102129,Crowland Primary School,Haringey,35.9,4.9,51.580525,-0.0666
102130,Weston Park Primary School,Haringey,33.7,5.6,51.580589,-0.112666
102131,The Willow Primary School,Haringey,33.4,4.2,51.596068,-0.082169
102132,St Aidan's Voluntary Controlled Primary School,Haringey,35.4,4.3,51.57581,-0.110713
102135,St Michael's CofE Voluntary Aided Primary School,Haringey,36.5,3.1,51.573639,-0.150925
102139,St Mary's CofE Primary School,Wandsworth,36,4.6,51.585901,-0.115275
102142,Our Lady of Muswell Catholic Primary School,Haringey,33.6,3.5,51.594424,-0.149616
102143,St Francis de Sales RC Junior School,Haringey,38.9,3.3,51.602963,-0.068994
102144,St Ignatius RC Primary School,Haringey,45.3,3.8,51.576385,-0.073065
102145,St Mary's Priory RC Junior School,Haringey,38.8,3.1,51.580485,-0.08568
102146,St Paul's RC Primary School,Haringey,37.8,3.7,51.597048,-0.114525
102147,St Mary's Priory RC Infant School,Haringey,38.8,4.1,51.580485,-0.08568
102148,St Peter-in-Chains RC Infant School,Haringey,34.5,3.6,51.576259,-0.118531
102149,St Francis de Sales RC Infant School,Haringey,38.8,3.4,51.602963,-0.068994
102150,St Martin of Porres RC Primary School,Haringey,33.1,3.3,51.60788,-0.133414
102152,St John Vianney RC Primary School,Haringey,39.2,4.1,51.585669,-0.097024
102153,Hornsey School for Girls,Haringey,34.1,5.2,51.581867,-0.114922
102154,Highgate Wood Secondary School,Haringey,32.9,5.6,51.58203,-0.132831
102156,Fortismere School,Haringey,32.7,4.5,51.592781,-0.150924
102157,Gladesmore Community School,Haringey,34.3,3.9,51.580123,-0.065286
102185,Roxeth Primary School,Harrow,32.3,4,51.569296,-0.343863
102186,Marlborough Primary School,Kensington and Chelsea,44.6,5.4,51.478955,-0.327696
102187,Grimsdyke School,Harrow,26,3.6,51.613132,-0.374621
102188,Camrose Primary With Nursery,Harrow,29.6,5.5,51.60339,-0.288203
102189,Belmont School,Harrow,30.1,4.2,51.599683,-0.327481
102193,Kenmore Park Junior School,Harrow,31.9,4.4,51.594277,-0.299238
102197,Stag Lane Junior School,Harrow,29.5,3.1,51.59993,-0.279909
102199,Longfield Primary School,Harrow,29.1,4.2,51.580157,-0.370688
102202,Grange Primary School,Southwark,49.9,4.1,51.503897,-0.305559
102204,Cannon Lane Primary School,Harrow,27.1,3.3,51.581509,-0.389187
102209,Stag Lane Infant and Nursery School,Harrow,29.7,4,51.59993,-0.279909
102211,Elmgrove Primary School & Nursery,Harrow,29.8,4.9,51.588716,-0.323958
102212,Kenmore Park Infant and Nursery School,Harrow,31.9,4.3,51.594277,-0.299238
102213,Roxbourne Primary School,Harrow,28.1,3.6,51.568183,-0.383323
102214,Stanburn Primary School,Harrow,31.6,3.5,51.60789,-0.308902
102215,Weald Rise Primary School,Harrow,28.1,5.5,51.607449,-0.331462
102216,West Lodge Primary School,Harrow,26.7,2.7,51.591962,-0.387475
102222,Norbury School,Harrow,30,4.2,51.583283,-0.339024
102223,Vaughan Primary School,Harrow,28.8,4.3,51.579999,-0.354847
102224,Glebe Primary School,Hillingdon,27,3.8,51.558789,-0.437307
102230,St Anselm's Catholic Primary School,Wandsworth,43.1,3.2,51.575942,-0.3401
102231,St Teresa's Catholic Primary School and Nursery,Harrow,30.8,3.6,51.604214,-0.35543
102239,Whitmore High School,Harrow,33.3,3.7,51.573596,-0.35287
102268,The James Oglethorpe Primary School,Havering,23.6,6,51.556354,0.271536
102269,Harold Wood Primary School,Havering,23.8,3.6,51.585375,0.235827
102270,Ardleigh Green Junior School,Havering,29.5,3,51.58499,0.220087
102271,Ardleigh Green Infant School,Havering,29.5,3.4,51.58499,0.220087
102272,Elm Park Primary School,Havering,26.6,5,51.550003,0.203151
102276,Hylands Primary School,Havering,26.5,4.8,51.572505,0.19604
102278,Harold Court Primary School,Havering,24.3,5.5,51.598416,0.242359
102280,Langtons Infant School,Havering,27.1,5.4,51.563496,0.223136
102283,Suttons Primary School,Havering,27.4,3.7,51.550284,0.217977
102285,Whybridge Infant School,Havering,27.4,4,51.534771,0.191529
102291,Clockhouse Primary School,Havering,24.7,4.6,51.602166,0.164274
102294,Crownfield Junior School,Havering,25.2,4.4,51.591682,0.157508
102295,Crownfield Infant School,Havering,25.2,5.2,51.591682,0.157508
102299,Parklands Junior School,Havering,31.4,3.9,51.58813,0.172918
102300,Parklands Infant School,Havering,31.4,4.4,51.58813,0.172918
102303,Squirrels Heath Junior School,Havering,29.2,4.5,51.576514,0.204734
102304,Squirrels Heath Infant School,Havering,29.2,4.1,51.576514,0.204734
102308,Gidea Park Primary School,Havering,28.7,3.7,51.583116,0.19365
102309,Towers Infant School,Havering,24.9,4.5,51.569249,0.211381
102312,Parsonage Farm Primary School,Havering,25.5,4.3,51.524954,0.210159
102313,Towers Junior School,Havering,25.1,3.8,51.567797,0.210604
102314,Brady Primary School,Havering,26.3,4,51.515121,0.202707
102316,Scotts Primary School,Havering,26.8,3.4,51.544417,0.212833
102317,Broadford Primary School,Havering,27.5,4.4,51.601134,0.222532
102319,Newtons Primary School,Havering,28.3,5,51.52816,0.170883
102321,Nelmes Primary School,Havering,24.8,4.1,51.579945,0.233464
102322,Mead Primary School,Havering,24.6,5,51.603645,0.231265
102324,Rainham Village Primary School,Havering,27.8,4.1,51.518732,0.193829
102325,Hilldene Primary School,Havering,24.6,5.2,51.603496,0.207314
102328,St Edward's Church of England Voluntary Aided Primary School,Havering,26.6,3.4,51.584205,0.179472
102329,St Mary's Catholic Primary School,Waltham Forest,31.9,3.2,51.631162,0.003483
102330,La Salette Catholic Primary School,Havering,32,2.4,51.523083,0.190924
102331,St Patrick's Catholic Primary School,Waltham Forest,37.1,4,51.584909,-0.036141
102332,St Ursula's Catholic Junior School,Havering,26.4,2.7,51.604176,0.209063
102333,St Ursula's Catholic Infant School,Havering,26.4,3.4,51.604176,0.209063
102334,St Joseph's Catholic Primary School,Lewisham,40,2.8,51.408685,-0.294968
102335,St Peter's Catholic Primary School,Havering,26.5,3.1,51.584661,0.178642
102336,St Alban's Catholic Primary School,Havering,26.8,3.2,51.537665,0.197998
102368,Bourne Primary School,Hillingdon,28.7,4.2,51.553338,-0.394509
102369,The Breakspear School,Hillingdon,26.3,2.6,51.569923,-0.451672
102373,Colham Manor Primary School,Hillingdon,29.4,4.5,51.522998,-0.457531
102375,Coteford Infant School,Hillingdon,28,4,51.584083,-0.410444
102377,Deanesfield Primary School,Hillingdon,28.2,3.9,51.559329,-0.390721
102378,Field End Junior School,Hillingdon,29.3,4.1,51.566844,-0.388443
102379,Field End Infant School,Hillingdon,29.3,3.8,51.566844,-0.388443
102380,Glebe Primary School,Hillingdon,27,3.7,51.558789,-0.437307
102381,Harefield Junior School,Hillingdon,24.5,4,51.604554,-0.483577
102382,Harefield Infant School,Hillingdon,23.1,5.4,51.603029,-0.483137
102383,Harlyn Primary School,Hillingdon,26.3,3.7,51.596265,-0.401024
102384,Harmondsworth Primary School,Hillingdon,30.2,3.7,51.487184,-0.481079
102385,Heathrow Primary School,Hillingdon,31.5,3.7,51.489903,-0.459282
102388,Lady Bankes Junior School,Hillingdon,28,3.9,51.570919,-0.406473
102389,Lady Bankes Infant School,Hillingdon,28,4.5,51.570919,-0.406473
102391,Minet Junior School,Hillingdon,31.3,3.2,51.511695,-0.409073
102392,Minet Nursery and Infant School,Hillingdon,31.3,3.6,51.511695,-0.409073
102393,Newnham Junior School,Hillingdon,28.1,3.1,51.573652,-0.393245
102394,Newnham Infant and Nursery School,Hillingdon,28.1,3,51.573652,-0.393245
102399,Whitehall Junior School,Hillingdon,31.4,3.5,51.539597,-0.481419
102400,Whiteheath Junior School,Hillingdon,25.7,3.3,51.579201,-0.440633
102403,Yeading Junior School,Hillingdon,30.2,3.8,51.52238,-0.398611
102404,Yeading Infant and Nursery School,Hillingdon,30.6,4.6,51.52238,-0.398611
102405,Hermitage Primary School,Tower Hamlets,40,3.1,51.549652,-0.473447
102407,Highfield Primary School,Hillingdon,28.3,5,51.629437,-0.09437
102408,Rabbsfarm Primary School,Hillingdon,31.7,4.2,51.516686,-0.473367
102409,Warrender Primary School,Hillingdon,29.7,3.2,51.57677,-0.413571
102411,Whitehall Infant School,Hillingdon,31.4,4.8,51.539597,-0.481419
102413,Whiteheath Infant and Nursery School,Hillingdon,25.7,3.3,51.581167,-0.441057
102414,Frithwood Primary School,Hillingdon,25.4,3.6,51.613656,-0.418265
102416,Ruislip Gardens Primary School,Hillingdon,27.5,5,51.562306,-0.41921
102417,Bishop Winnington-Ingram CofE Primary School,Hillingdon,26.2,4.2,51.577121,-0.433676
102418,Holy Trinity CofE Primary School,Merton,32.8,3.5,51.422484,-0.195002
102420,Dr Triplett's CofE Primary School,Hillingdon,31,3,51.517259,-0.416172
102421,St Swithun Wells Catholic Primary School,Hillingdon,28.6,3.2,51.564149,-0.392065
102422,Botwell House Catholic Primary School,Hillingdon,33.8,3.3,51.507349,-0.419378
102423,St Bernadette Catholic Primary School,Hillingdon,31.4,3.2,51.539641,-0.451229
102424,St Catherine Catholic Primary School,Hillingdon,29.8,3.6,51.503881,-0.478852
102425,St Mary's Catholic Primary School,Waltham Forest,31.9,2.6,51.631162,0.003483
102426,Sacred Heart Catholic Primary School,Merton,37.7,3.9,51.400364,-0.240655
102430,Oak Farm Infant School,Hillingdon,29,3.3,51.544015,-0.448695
102431,Oak Farm Junior School,Hillingdon,29,3.1,51.544015,-0.448695
102432,Grange Park Junior School,Hillingdon,29.6,4.4,51.526765,-0.417587
102433,Grange Park Infant and Nursery School,Hillingdon,29.6,5.2,51.526765,-0.417587
102434,Hillside Infant School,Hillingdon,25.7,4.2,51.607637,-0.410748
102435,Hillside Junior School,Hillingdon,25.7,3.6,51.607637,-0.410748
102438,St Andrew's CofE Primary School,Hillingdon,35.9,3,51.542603,-0.474894
102439,Hayes Park School,Hillingdon,29,3.1,51.528672,-0.420981
102451,Harlington School,Hillingdon,33.1,7.3,51.49711,-0.436521
102470,Belmont Primary School,Hounslow,42.2,3.1,51.492916,-0.263629
102471,Cardinal Road Infant and Nursery School,Hounslow,33.9,3.9,51.446569,-0.406733
102472,Cavendish Primary School,Hounslow,40.1,4.2,51.482203,-0.256092
102484,Feltham Hill Infant and Nursery School,Hounslow,31.3,4.5,51.439306,-0.423604
102485,Grove Park Primary School,Hounslow,37.2,3.7,51.484743,-0.27217
102486,Victoria Junior School,Hounslow,33.2,4.2,51.444938,-0.407811
102489,Hounslow Heath Junior School,Hounslow,32.1,3.5,51.466899,-0.383652
102490,Hounslow Heath Infant and Nursery School,Hounslow,33.2,5.3,51.466905,-0.386056
102491,Hounslow Town Primary School,Hounslow,38.3,3.9,51.469414,-0.356301
102492,Isleworth Town Primary School,Hounslow,36.3,3.7,51.47225,-0.328532
102493,Lionel Primary School,Hounslow,37.9,3.9,51.495021,-0.297381
102494,Marlborough Primary School,Kensington and Chelsea,44.6,4.3,51.478955,-0.327696
102496,Norwood Green Infant and Nursery School,Hounslow,33.6,3.4,51.493233,-0.378788
102499,Sparrow Farm Infant and Nursery School,Hounslow,31.6,5,51.453611,-0.401537
102500,Spring Grove Primary School,Hounslow,35.2,3.1,51.472946,-0.347801
102501,Springwell Junior School,Hounslow,33.7,3.6,51.48029,-0.382415
102502,Springwell Infant and Nursery School,Hounslow,32.2,5.3,51.482574,-0.385719
102503,Strand-on-the-Green Junior School,Hounslow,37.3,3.7,51.48734,-0.281218
102504,Strand-on-the-Green Infant and Nursery School,Hounslow,37.3,3.4,51.48734,-0.281218
102505,Wellington Primary School,Tower Hamlets,38.7,3.2,51.47453,-0.376902
102506,Worple Primary School,Hounslow,35.4,4.6,51.465707,-0.325632
102508,Sparrow Farm Junior School,Hounslow,30.5,4,51.453068,-0.399958
102512,Ivybridge Primary School,Hounslow,36.6,4.2,51.456316,-0.333626
102514,Edward Pauling Primary School,Hounslow,29.1,3.7,51.443734,-0.426574
102515,The Smallberry Green Primary School,Hounslow,35.6,4.5,51.475649,-0.32786
102519,Grove Road Primary School,Hounslow,33.3,3.6,51.46407,-0.372868
102520,Beavers Community Primary School,Hounslow,32.6,4.1,51.470089,-0.401205
102523,The Blue School CofE Primary,Hounslow,36.2,2.4,51.469421,-0.324978
102524,St Paul's CofE Primary School,Kingston upon Thames,33.2,3.2,51.369929,-0.303785
102528,St Mary's Catholic Primary School,Waltham Forest,31.9,3.3,51.631162,0.003483
102529,St Mary's Catholic Primary School,Waltham Forest,31.9,2.6,51.631162,0.003483
102539,The Heathland School,Hounslow,30.7,3.8,51.457831,-0.376214
102545,Gunnersbury Catholic School,Hounslow,35.4,4.8,51.492346,-0.316366
102564,Burlington Junior School,Kingston upon Thames,35.8,3.1,51.399602,-0.248002
102565,Burlington Infant and Nursery School,Kingston upon Thames,35.8,4.4,51.399602,-0.248002
102567,Coombe Hill Infant School,Kingston upon Thames,32.4,3.9,51.415591,-0.265531
102568,Ellingham Primary School,Kingston upon Thames,30.5,4.7,51.359433,-0.307994
102573,Robin Hood Primary School,Kingston upon Thames,31.3,4.5,51.427689,-0.260924
102574,Tolworth Junior School,Kingston upon Thames,30.5,4.3,51.382805,-0.293164
102575,Tolworth Infant and Nursery School,Kingston upon Thames,30.5,4.1,51.382805,-0.293164
102576,Coombe Hill Junior School,Kingston upon Thames,32.4,3.6,51.415591,-0.265531
102577,Maple Infants' School,Kingston upon Thames,30.4,4.7,51.394992,-0.306927
102578,Alexandra School,Harrow,30.6,3.3,51.417674,-0.286113
102579,King Athelstan Primary School,Kingston upon Thames,33.3,4.3,51.405251,-0.29506
102580,Grand Avenue Primary and Nursery School,Kingston upon Thames,29.8,3.7,51.389623,-0.276683
102581,Malden Manor Primary and Nursery School,Kingston upon Thames,30,3.7,51.386117,-0.259698
102582,King's Oak Primary School,Kingston upon Thames,32.4,5.2,51.404449,-0.274708
102583,Lovelace Primary School,Kingston upon Thames,30.4,4,51.364366,-0.317092
102585,Christ Church New Malden CofE Primary School,Kingston upon Thames,31,3.3,51.404316,-0.265664
102586,Christ Church CofE Primary School,Wandsworth,39,2.8,51.391855,-0.286632
102587,Malden Parochial CofE Primary School,Kingston upon Thames,32.2,3.6,51.381497,-0.25868
102588,St Andrew's and St Mark's CofE Junior School,Kingston upon Thames,30.3,3.1,51.394992,-0.306927
102589,St John's C of E Primary School,Kingston upon Thames,37.3,2.6,51.404139,-0.299616
102590,St Paul's CofE Primary School,Kingston upon Thames,33.2,3.8,51.369929,-0.303785
102591,St Paul's CofE Primary School,Kingston upon Thames,33.2,3.1,51.369929,-0.303785
102592,St Matthew's CofE Primary School,Merton,31.3,3.7,51.414214,-0.24553
102593,St Mary's CofE (Aided) Primary School,Kingston upon Thames,28.3,4.2,51.359053,-0.298634
102594,Corpus Christi Catholic Primary School,Lambeth,44.5,3,51.40432,-0.267734
102595,Our Lady Immaculate Catholic Primary School,Kingston upon Thames,32.2,3.2,51.382438,-0.283468
102596,St Joseph's Catholic Primary School,Lewisham,40,3.9,51.408685,-0.294968
102604,St Luke's CofE Primary School,Westminster,45.1,2.3,51.41624,-0.296305
102626,Bond Primary School,Merton,33.5,4.1,51.408494,-0.166176
102628,Dundonald Primary School,Merton,33.9,2.6,51.416775,-0.207958
102629,Garfield Primary School,Merton,32.8,3.7,51.422212,-0.184933
102632,Hatfeild Primary School,Merton,32.1,4.3,51.390871,-0.216474
102633,Hollymount School,Merton,31.5,2.8,51.413252,-0.23238
102634,Joseph Hood Primary School,Merton,32.6,4.3,51.406255,-0.215142
102635,Links Primary School,Merton,34.1,5.1,51.420106,-0.156032
102636,Lonesome Primary School,Merton,34.5,4.2,51.409852,-0.149039
102638,Merton Abbey Primary School,Merton,40.5,3.9,51.413514,-0.188884
102639,Merton Park Primary School,Merton,32.3,2.5,51.409768,-0.201369
102640,Morden Primary School,Merton,36.1,4.3,51.392788,-0.203027
102642,Pelham Primary School,Merton,35.7,3.2,51.416359,-0.197831
102643,Haslemere Primary School,Merton,32.2,4.3,51.407824,-0.180869
102644,Poplar Primary School,Merton,34.8,4,51.403743,-0.199621
102645,St Mark's Primary School,Merton,36,3.4,51.40666,-0.160498
102646,The Sherwood School,Merton,34.4,4.1,51.398284,-0.14143
102647,Singlegate Primary School,Merton,39.8,4.2,51.417626,-0.176238
102648,Wimbledon Park Primary School,Merton,37.1,3.4,51.438831,-0.196045
102649,Abbotsbury Primary School,Merton,32.2,4.9,51.395837,-0.194843
